job_title,job_date,job_desc,job_tasks,comp_name,comp_type,comp_size,eco_activity,qualifications,region,city,benefits,contract,positions,exper,gender,salary_sep,benefits_sep,occupied_positions,total_positions,experience (Years),job_date_gregorian,city_corrected,qualifications_corrected
أمين مخزن,05/05/1444,استلام المواد والسلع الواردة إلى المستودع وترتيب وتخزين البضائع والمعدات والمواد الاخرى وصرفها للجهات المعنية والمشاركة في جرد المخزون,"['   استلام المواد المراد إدخالها للمستودعات والتأكد من مطابقتها للمواصفات المذكورة في طلبات الشراء أو التوريد أو العينات.', '  تنظيم وترتيب البضائع والمعدات والمواد الاخرى الموردة إلى المستودع ووضعها في اماكنها الصحيحة وتثبيت البيانات الخاصة بها', '  تحضير المواد وتجهيزها وصرفها للجهات المعنية بموجب سندات صرف وفقا لالية الصرف المعتمدة', '  تحديد الاحتياجات من السلع والمواد عند وصول المخزون حد الطلب وحفظ معاملات الإدخالات والاخراجات المتعلقة بالمستودع', '  المشاركة في جرد المخزون ومطابقة نتائج الجرد الفعلي لأرصدة الدفاتر والسجلات', '  ']",مؤسسة عبدالعزيز محمد عبدالله اليحى التجارية,خاص,صغيرة فئة ب,أنشطة الوساطة التجارية,"['Language data', 'عربية', 'محترف', 'انجليزي', 'متوسط']",الرياض,AR RIYADH...,"['Salary', '4000.0']",دوام كامل,0 / 1,0 Years,M,4000.0,غير محدد,0,1,0,2022-11-29,Riyadh,عربية: محترف، انجليزي: متوسط
أخصائي مبيعات,05/05/1444,وضع سياسات البيع ومتابعة تنفيذها وتقييم النتائج وإعداد الوثائق والتقارير المتخصصة والمتعلقة في مجال المبيعات وعرضها وحفظها.,"['   دراسة ومتابعة تطورات السوق وتحديد وتطوير الأهداف التسويقية وطرق البيع وتقدير حجم المبيعات المتوقع وترجمة الأهداف إلى خطط بيعية.', '  اقتراح سياسات البيع، ومتابعة تنفيذ السياسات والطرق البيعية ووضع وتقييم البرامج الترويجية.', '  التواصل مع الزبائن وتحديد مشكلاتهم ومتابعة المنافسين وبرامجهم البيعية لتجنب المخاطر المستقبلية.', '  تقييم نتائج أعمال مندوبي البيع، وتقييم مدى تحقيق الأهداف البيعية واقتراح الخطط والإجراءات التصحيحية.', '  إعداد الوثائق والتقارير المتخصصة والمتعلقة بالمبيعات وتقديم التوصيات المناسبة والحلول الملائمة وعرضها وتوضيحها وحفظها في قاعدة البيانات الخاصة بها وفقاً للسياسات والإجراءات المعتمدة.', '  ']",مؤسسة عبدالعزيز محمد عبدالله اليحى التجارية,خاص,صغيرة فئة ب,أنشطة الوساطة التجارية,"['Skill data', 'microsoft office', 'متوسط', 'Language data', 'عربية', 'محترف', 'انجليزية', 'متوسط']",الرياض,AR RIYADH...,"['Salary', '4000.0', 'Benefits', 'مكافاءات نهاية السنة']",دوام كامل,0 / 2,0 Years,both,0.0,مكافاءات نهاية السنة,0,2,0,2022-11-29,Riyadh,متوسط: عربية، محترف: انجليزية
أخصائي علاقات عامة,05/05/1444,مراجعة وتطوير السياسة العامة للعلاقات وإعداد خطط التواصل مع القطاعات المستهدفة وتنفيذها، وتحسين الصورة الذهنية للجمهور بشأن الجهة المعنية، واستقبال الوفود والزائرين وإعداد الوثائق والتقارير المتخصصة والمتعلقة في مجال العلاقات العامة وعرضها وحفظها.,"['   دراسة ومراجعة سياسة العلاقات العامة في الجهة وتقييم أثرها واقتراح وتطويرها.', '  تأسيس وبناء قنوات اتصال مع العملاء والشركاء الداخليين والخارجيين بهدف تفعيل وتحسين وتعزيز صورة الجهة المعنية وسمعتها وزيادة فاعلية عملياتها.', '  متابعة التحضيرات والتجهيزات اللازمة لاستقبال الوفود الرسمية وكبار الزوار وتأمين احتياجاتهم خلال فترة الزيارة والتنسيق مع الإدارات المعنية المتعلقة بمواعيد النقل وتنظيم جولات ميدانية لتعريفهم بالجهة.', '  مواصلة بناء علاقات عمل بناءة وعلى مستوى عالِ من المهنية والحرفية مع الجهات الخارجية والجهات والمؤسسات والشركات التابعة لها وتقييم آثارها.', '  إعداد الوثائق والتقارير المتخصصة والمتعلقة بالعلاقات العامة وتقديم التوصيات المناسبة والحلول الملائمة وعرضها وتوضيحها وحفظها في قاعدة البيانات الخاصة بها وفقاً للسياسات والإجراءات المعتمدة.', '  ']",شركة اتقان الوطنية للاتصالات و تقنية المعلومات شركة شخص واحد,خاص,صغيرة فئة أ,صيانة برمجيات وتصميم صفحات المواقع,"['Skill data', 'فن التواصل ', 'متوسط', 'Language data', 'الانجليزيه', 'متوسط']",الرياض,AR RIYADH...,"['Salary', '4000.0', 'Benefits', 'بدل تنقلات']",دوام كامل,0 / 1,0 Years,F,0.0,بدل تنقلات,0,1,0,2022-11-29,Riyadh,فن التواصل: متوسط، الانجليزيه: متوسط
بائع,05/05/1444,بيع مجموعة من السلع والخدمات للعملاء، وتوفير المعلومات المتعلقة بالمنتجات واستخداماتها وأسعارها، وتولي أمور الدفع وتلقي المدفوعات من العملاء.,"['   بيع مجموعة من السلع والخدمات للعملاء.', '  توفير المعلومات المتعلقة بالمنتجات، والاستخدامات، والأسعار.', '  مراقبة مستويات المخزون والحفاظ على ترتيب المتجر، وإصدار طلبات لشراء المنتجات، والتعامل مع المنتجات الواردة.', '  تولي أمور الدفع وتلقي المدفوعات من العملاء، ومعالجة طلبات استبدال المنتجات، والمرتجعات وفقاً للسياسة المتبعة.', '  ', '  ']",مؤسسة وقت البسبوسة الطازجة للحلويات,خاص,صغيرة فئة ب,البيع بالجملة لمنتجات المخابز,"['Language data', 'العربية', 'محترف', 'Professional certificate \\ License data', 'ثانوي', 'مفيد']",الرياض,AR RIYADH...,"['Salary', '4000.0']",دوام كامل,0 / 4,2 Years,F,4000.0,غير محدد,0,4,2,2022-11-29,Riyadh,العربية: محترف، ثانوي: مفيد
فني صيانة ميكانيكية,05/05/1444,تتبع المخططات الميكانيكية للمنظومات والأجهزة والمعدات الميكانيكية، وتشخيص الأعطال الميكانيكية وتحديد أسبابها، وتقدير كمية وكلفة المواد والمستلزمات، ومتابعة تنفيذ أنشطة الصيانة اللازمة،وفحص الأجهزة بعد الإصلاح، ومتابعة تنفيذ برامج الصيانة الوقائية بحسب برامج الصيانة الوقائية وإعداد وتقديم تقارير العمل.,"['   تتبع المخططات الميكانيكية للمنظومات والأجهزة والمعدات الميكانيكية وتحديد إجراءات تشخيص الأعطال.', '  تشخيص أعطال المنظومات والأجهزة والمعدات الميكانيكية، وتقدير كمية وكلفة مواد ومستلزمات الصيانة ومتابعة توفيرها.', '  متابعة إجراءات إصلاح الأعطال وفحص الأجهزة والمعدات الميكانيكية بعد الإصلاح للتأكد من دقة أدائها وضبطها.', '  متابعة تنفيذ برامج الصيانة الوقائية للمنظومات والأجهزة والمعدات الميكانيكية بحسب برامج الصيانة الوقائية.', '  إعداد تقارير العمل وتقديمها وتوثيقها وحفظها.', '  ']",شركة ابراج الثقة للتشغيل والصيانة,خاص,صغيرة فئة ب,التنظيف العام للمباني,"['Skill data', 'صيانة ومكانيكا', 'متوسط', 'Language data', 'العربية / الانجليزية', 'متوسط']",مكة المكرمة,JEDDAH...,"['Salary', '4000.0']",دوام كامل,0 / 2,2 Years,M,4000.0,غير محدد,0,2,2,2022-11-29,Jeddah,صيانة ومكانيكا: متوسط، العربية: الانجليزية
كهربائي مباني,05/05/1444,تركيب الأسلاك الكهربائية، والأجهزة والتجهيزات في المباني والهياكل الأخرى وصيانتها وتصليحها.,"['   تركيب المعدات الكهربائية في المباني مثل الكابلات الكهربائية والأسلاك والأجهزة الأخرى.', '  أداء عمليات التفتيش الروتينية كجزء من عملية الصيانة الوقائية، وتحديد الأضرار التي لحقت بالمعدات.', '  تصليح المعدات الكهربائية مثل الكابلات الكهربائية والأسلاك والأجهزة الأخر واستبدالها.', '  استخدام مجموعة متنوعة من الأدوات اليدوية والمعدات الأساسية لإجراء العمل.', '  اتباع سياسات وإجراءات الصحة والسلامة والبيئة.', '  ']",شركة ابراج الثقة للتشغيل والصيانة,خاص,صغيرة فئة ب,التنظيف العام للمباني,"['Skill data', 'فني كهرباء', 'متوسط', 'Language data', 'العربية/والانجليزية', 'متوسط', 'Professional certificate \\ License data', 'متوسطة', 'ضروري']",مكة المكرمة,JEDDAH...,"['Salary', '4000.0']",دوام كامل,0 / 2,2 Years,M,4000.0,غير محدد,0,2,2,2022-11-29,Jeddah,فني كهرباء: متوسط، العربية: والانجليزية، متوسط: متوسطة
فني صيانة ميكانيكية,05/05/1444,تتبع المخططات الميكانيكية للمنظومات والأجهزة والمعدات الميكانيكية، وتشخيص الأعطال الميكانيكية وتحديد أسبابها، وتقدير كمية وكلفة المواد والمستلزمات، ومتابعة تنفيذ أنشطة الصيانة اللازمة،وفحص الأجهزة بعد الإصلاح، ومتابعة تنفيذ برامج الصيانة الوقائية بحسب برامج الصيانة الوقائية وإعداد وتقديم تقارير العمل.,"['   تتبع المخططات الميكانيكية للمنظومات والأجهزة والمعدات الميكانيكية وتحديد إجراءات تشخيص الأعطال.', '  تشخيص أعطال المنظومات والأجهزة والمعدات الميكانيكية، وتقدير كمية وكلفة مواد ومستلزمات الصيانة ومتابعة توفيرها.', '  متابعة إجراءات إصلاح الأعطال وفحص الأجهزة والمعدات الميكانيكية بعد الإصلاح للتأكد من دقة أدائها وضبطها.', '  متابعة تنفيذ برامج الصيانة الوقائية للمنظومات والأجهزة والمعدات الميكانيكية بحسب برامج الصيانة الوقائية.', '  إعداد تقارير العمل وتقديمها وتوثيقها وحفظها.', '  ']",شركة ابراج الثقة للتشغيل والصيانة,خاص,صغيرة فئة ب,التنظيف العام للمباني,"['Skill data', 'فني ميكانيكي', 'متوسط', 'Language data', 'العربية /والانجليزية', 'متوسط']",مكة المكرمة,MAKKAH AL...,"['Salary', '4000.0']",دوام كامل,0 / 2,2 Years,M,4000.0,غير محدد,0,2,2,2022-11-29,Makkah,فني ميكانيكي: متوسط، العربية: والانجليزية
فني تدفئة وتهوية وتكييف,05/05/1444,تركيب معدات التكييف والتدفئة والتهوية وصيانتها وتصليحها، مثل وحدات ومضخات التدفئة ومكيفات الهواء,"['   المساهمة في مجمل عملية تصميم نظم التهوية وتكييف الهواء والتدفئة، وتقديم المشورة بشأن المواد ومعايير الجودة', '  تقديم الدعم للمشروعات الهندسية، ومباشرة تنفيذ العمليات وتركيب النظم، ووضع جداول زمنية وتقديرات التكلفة', '  تقديم الدعم في أعمال الصيانة وتصليح النظم', '  مراقبة الجوانب الفنية المتصلة في إنتاج وتركيب واستعمال وصيانة منظومات وأجهزة ومعدات التدفئة والتهوية  والتكيف  للتأكد من دقة الأداء ومطابقة المواصفات', '  اتباع سياسات وإجراءات الصحة والسلامة والبيئة', '  ']",شركة ابراج الثقة للتشغيل والصيانة,خاص,صغيرة فئة ب,التنظيف العام للمباني,"['Skill data', 'فني تكييف وتبريد', 'محترف', 'Language data', 'العربية/ ولانجليزية', 'متوسط', 'Professional certificate \\ License data', 'متوسط', 'ضروري']",مكة المكرمة,MAKKAH AL...,"['Salary', '4000.0']",دوام كامل,0 / 2,2 Years,M,4000.0,غير محدد,0,2,2,2022-11-29,Makkah,فني تكييف وتبريد: محترف، العربية: ولانجليزية، متوسط: متوسط
كهربائي مباني,05/05/1444,تركيب الأسلاك الكهربائية، والأجهزة والتجهيزات في المباني والهياكل الأخرى وصيانتها وتصليحها.,"['   تركيب المعدات الكهربائية في المباني مثل الكابلات الكهربائية والأسلاك والأجهزة الأخرى.', '  أداء عمليات التفتيش الروتينية كجزء من عملية الصيانة الوقائية، وتحديد الأضرار التي لحقت بالمعدات.', '  تصليح المعدات الكهربائية مثل الكابلات الكهربائية والأسلاك والأجهزة الأخر واستبدالها.', '  استخدام مجموعة متنوعة من الأدوات اليدوية والمعدات الأساسية لإجراء العمل.', '  اتباع سياسات وإجراءات الصحة والسلامة والبيئة.', '  ']",شركة ابراج الثقة للتشغيل والصيانة,خاص,صغيرة فئة ب,التنظيف العام للمباني,"['Skill data', 'كهرباء مباني', 'محترف', 'Language data', 'العربية /والانجليزية', 'متوسط', 'Professional certificate \\ License data', 'التقنية الكهربائية في تخصص القوي الكهربائية', 'ضروري']",مكة المكرمة,MAKKAH AL...,"['Salary', '4000.0']",دوام كامل,0 / 2,2 Years,M,4000.0,غير محدد,0,2,2,2022-11-29,Makkah,كهرباء مباني: محترف، العربية: والانجليزية، متوسط: التقنية الكهربائية في تخصص القوي الكهربائية
مدير حسابات,05/05/1444,المشاركة في تطوير الأهداف الرئيسية وسياسات وخطط إدارة الحسابات والإشراف المباشر على أنشطة إدارة وتخطيط وتنظيم أعمال الحسابات بما يتوافق مع الخطط التشغيلية والبرامج التنفيذية، ومتابعة كافة العمليات الإدارية المعتمدة، وضمان توافر كافة الموارد التقنية والبشرية التي تضمن سير العمليات اليومية  بأكبر كفاءة وفعالية ممكنة.,"['   المشاركة في تطوير الأهداف الرئيسية لإدارة الحسابات، وتطوير وتنفيذ الخطط والبرامج والمشروعات التي تساهم في تحقيق هذه الأهداف، والتأكد من وجود الأطر والمقاييس الدقيقة لمعرفة مستوى تحقيق هذه الخطط والأهداف.', '  مراجعة وتطوير سياسات وإجراءات إدارة الحسابات  ومتابعة عمليات تنفيذها، والإشراف على كافة الموظفين التابعين وتقييم أدائهم وتوجيههم وضمان امتثالهم للمعايير المحاسبية المعتمدة.', '  إدارة العمليات المحاسبية المتعلقة بإيرادات ومدفوعات الجهة  وضمان سلامة وفعالية عمليات تقييد وتدقيق الإجراءات المحاسبية المتبعة وتسجيلها في الدفاتر المحاسبية لدى الجهة.', '  الإشراف على عمليات الجرد السنوي والتأكد من سلامة الإجراءات والسجلات وإدارة عمليات تسوية الحسابات الشهرية والسنوية وضمان حفظ كافة الوثائق والمستندات بما يتوافق مع المعايير المحاسبية المعتمدة.', '  الإشراف على عمليات إعداد وتحضير الملخصات والتقارير الحسابية، وعرضها على الإدارة العليا، وإحاطتهم بمختلف التحديات والمستجدات واستشارتهم في مختلف القضايا والمبادرات المستقبلية المهمة.', '  ']",شركة روافد الحقول للوجبات السريعة شركة شخص واحد,خاص,صغيرة فئة ب,المطاعم مع الخدمة,غير معروف,مكة المكرمة,JEDDAH...,"['Salary', '10000.0']",دوام كامل,0 / 1,10 Years,both,10000.0,غير محدد,0,1,10,2022-11-29,Jeddah,
مدير تسويق,05/05/1444,المشاركة في وضع الأهداف والسياسات والخطط التشغيلية المتعلقة بالتسويق، والإشراف المباشر على أنشطة إدارة وتخطيط أعمال التسويق بما يتوافق مع الخطط التشغيلية، وضمان توافر كافة الموارد التقنية والبشرية التي تضمن سير العمليات اليومية بأكبر كفاءة وفعالية ممكنة.,"['   المشاركة في وضع الأهداف والسياسات والمبادرات والخطط التشغيلية المتعلقة بالتسويق، ومتابعة هذه الخطط والتأكد من كفاءتها وفاعليتها وضمان وجود الأطر والمقاييس الدقيقة لمعرفة مستوى تحقيق هذه الخطط والأهداف.', '  تطوير خطط التسويق السنوية والخطط الإعلانية والبرامج التسويقية والترويجية للجهة بالتنسيق مع الوحدات التنظيمية والجهات ذات العلاقة.', '  الإشراف على تطبيق الخطط التسويقية والإعلامية للجهة وضمان حسن تنفيذها وفق الإجراءات والأوقات والموازنات المتفق عليها وضمان فعاليتها وخدمتها لأهداف الجهة التسويقية.', '  بناء علاقات استراتيجية مع شركاء العمل الخارجيين كشركات الإعلان مثلاً والعمل معهم بهدف إعداد ونشر كافة الإعلانات والمواد التسويقية المتعلقة بالجهة والوحدات التنظيمية التابعة لها.', '  الإشراف على عمليات إعداد الدراسات التسويقية ومتابعة توزيع الكتيبات والمطبوعات وغيرها من المواد التسويقية المتعلقة بالجهة وخدماتها وضمان نشرها وتوزيعها بما يتناسب مع أهداف الجهة التسويقية.', '  ']",شركة روافد الحقول للوجبات السريعة شركة شخص واحد,خاص,صغيرة فئة ب,المطاعم مع الخدمة,"['Language data', 'الانجليزية', 'محترف']",مكة المكرمة,JEDDAH...,"['Salary', '15000.0']",دوام كامل,0 / 1,4 Years,both,15000.0,غير محدد,0,1,4,2022-11-29,Jeddah,الانجليزية: محترف
محامي,05/05/1444,دراسة القضية وتجهيز ملفها وجمع البينات الخطية والشخصية والأدلة، وتسجيل الدعوى لدى المحكمة المختصة ومتابعتها والمرافعة فيها لدى مختلف درجات المحاكم لحين إصدار الحكم، وتمثيل الموكلين لدى الغير، وتنظيم العقود والاتفاقيات والمستندات القانونية وتوثيقها وإعداد الوثائق والتقارير المتخصصة والمتعلقة في مجال المحاماة وعرضها وحفظها.,"['   استقبال القضية وتحديد نوعها وتحليل عناصرها وماهيتها وبيان الراي القانوني من القضية المعروضة وتحديد البيانات الشخصية والخطية والأدلة ذات الصلة وتحضير البينات الخطية (الوثائق والمستندات) والشخصية (شهود الدفاع والإثبات) وأدلة الإثبات وكتابة لائحة الدعوى وتحضير حافظات المستندات فيها.', '  مراجعة المحكمة المختصة لتقديم لائحة الدعوى وحافظة مستنداتها ومتابعة تبليغ المدعى عليه وحضور الجلسات المحددة من قبل المحكمة ومناقشة الشهود وتقديم المرافعة ومتابعتها حتى صدور الحكم', '  تمثيل الموكلين مدعوون أو مدعى عليهم لدى مختلف درجات المحاكم ولدى جميع اللجان والمجالس الرسمية والمحكمين وتقديم المدافعة والمرافعة والإنذارات العدلية والعادية والاعتراضات والمطالبات للموكلين.', '  المفاوضة بشأن العقود والاتفاقيات مع جميع الجهات الرسمية وغير الرسمية وصياغة العقود والاتفاقيات وتوثيقها لدى الجهات ذات العلاقة.', '  إعداد الوثائق والتقارير المتخصصة والمتعلقة بالمحاماة وحفظها في قاعدة البيانات الخاصة بها وفقاً للسياسات والإجراءات المعتمدة.', '  ']",مركز القانون والاعمال محامون ومستشارون قانونيون,خاص,صغيرة فئة ب,أنشطة المحاماة والاستشارات القانونية,"['Language data', 'الأنجليزية', 'محترف', 'Professional certificate \\ License data', 'ترخيص محامي ', 'ضروري']",المنطقة الشرقية,AL KHUBAR...,"['Salary', '4000.0']",دوام كامل,0 / 2,0 Years,both,4000.0,غير محدد,0,2,0,2022-11-29,Al-Khobar,الأنجليزية: محترف، ترخيص محامي: ضروري
فني دعم تقنية معلومات,05/05/1444,تقديم الدعم والمساعدة الفنية للموظفين والعملاء الذين تواجههم مشاكل في تقنية المعلومات ومساندتهم، وتحديد الأدوات والمستلزمات المطلوبة للقيام بأعمال دعم الموظفين والعملاء وحل المشاكل التي تواجههم، وتوفير المعلومات الفنية الخاصة بأجهزة ونظم وبرامج تقنية المعلومات، وحفظ البيانات والمعلومات المتعلقة بعمليات الدعم الفني وإعداد وتقديم تقارير العمل.,"['   تقديم الدعم والمساعدة الفنية للموظفين والعملاء الذين تواجههم مشاكل في تقنية المعلومات ومساندتهم والرد على أسئلتهم واستفساراتهم بهدف حل المشاكل التقنية التي تواجههم.', '  تحديد الأدوات والمستلزمات المطلوبة للقيام بأعمال دعم الموظفين والعملاء وحل المشاكل التي تواجههم حسب السياسات والإجراءات المنظمة وتحديد ما ينقص منها ورفعها إلى المعنيين لتأمينها.', '  توفير المعلومات الفنية الخاصة بأجهزة ونظم وبرامج تقنية المعلومات والرجوع إلى أخصائيي تقنية المعلومات عندما تكون المشكلة كبيرة.', '  حفظ البيانات والمعلومات المتعلقة بكافة أعمال وعمليات الدعم الفني المقدمة والعمل على تبويبها وترتيبها بالاستناد إلى الممارسات المعتمدة.', '  إعداد وتقديم تقارير العمل وتوثيقها وحفظها.', '  ']",شركة جاب كورب العربية السعودية المحدودة,خاص,صغيرة فئة ب,التأمين ضد المرض وحوادث العمل والبطالة,"['Language data', 'الانجليزية', 'متوسط']",مكة المكرمة,JEDDAH...,"['Salary', '5500.0', 'Benefits', 'للعمل في مدينة جدة']",دوام كامل,0 / 1,0 Years,M,0.0,للعمل في مدينة جدة,0,1,0,2022-11-29,Jeddah,الانجليزية: متوسط
أمين صندوق,05/05/1444,إدارة التخطيط المالي في المؤسسة، بما في ذلك إدارة التدفقات النقدية، والسيولة والتمويل، وإجراء تحليل السيولة وسعر الفائدة والعملة والمخاطر المرتبطة بذلك,"['   إدارة الأرصدة النقدية اليومية وتحليل التدفق النقدي من العمليات والاستثمار والتمويل، وضمان كفاية التدفقات النقدية، وتوقع المدفوعات النقدية والتنبؤ بالمشكلات الناشئة عن محدودية التدفق النقدي', '  تحليل متطلبات رأس المال  في العمليات التجارية، وغيرها من المعاملات والالتزامات', '  تقديم الدعم في وضع سياسات وإجراءات الرقابة الداخلية المتعلقة بأنشطة، مثل إدارة الموازنة وإدارة النقد والائتمان والمحاسبة', '  تحليل المخاطر المرتبطة بالتدفقات النقدية وإدارتها، وإجراء تحليل الحساسية لتقييم تقلبات التدفقات النقدية فيما يتعلق بالمخاطر التشغيلية والتمويلية', '  تحليل خيارات شروط التمويل وتحديدها لتتناسب مع الاحتياجات التشغيلية والاستثمارية، والسعي للحصول على مصادر التمويل والتفاوض حول شروط التمويل', '  ']",شركة جبال سنجار الغذائية,خاص,متوسطة فئة ج,المطاعم مع الخدمة,"['Skill data', ' تحمل ضغط العمل', 'متوسط', 'المسؤولية والمرونة', 'متوسط', 'الدقة والملاحظة', 'متوسط', ' مهارات الحسابات', 'متوسط', 'Language data', 'الانجليزي', 'متوسط', 'العربية ', 'متوسط']",المنطقة الشرقية,AL KHUBAR...,"['Salary', '5000.0']",دوام كامل,0 / 6,0 Years,both,5000.0,غير محدد,0,6,0,2022-11-29,Al-Khobar,تحمل ضغط العمل: متوسط، المسؤولية والمرونة: متوسط، الدقة والملاحظة: متوسط، مهارات الحسابات: متوسط، الانجليزي: متوسط، العربية: متوسط
عامل كاونتر مأكولات ومشروبات,04/05/1444,كاشير ومراقبة العمال,"['  المحافظة على نظافة الكاوتنر ، مراقبة العمال', '  تقديم التوصيات والإقتراحات للعملاء لاختيار المشروبات والوجبات الخفيفة', '  تحصيل الثمن بشكل فوري', '  ']",فيحاء دمشق لتقديم الوجبات,خاص,صغيرة فئة ب,البوفيهات ( الكافيتريات ),"['Skill data', 'التحدث بلباقة', 'محترف', 'العمل تحت الضغوط', 'متوسط']",الرياض,AR RIYADH...,"['Salary', '4000.0']",دوام كامل,0 / 1,0 Years,both,4000.0,غير محدد,0,1,0,2022-11-28,Riyadh,التحدث بلباقة: محترف، العمل تحت الضغوط: متوسط
عامل كاونتر مأكولات ومشروبات,04/05/1444,كاشير ومراقب عمال,"['  المحافظة على نظافة الكاوتنر ', '  تقديم التوصيات والإقتراحات للعملاء لاختيار المشروبات والوجبات الخفيفة', '  تحصيل الثمن بشكل فوري', 'ومراقبة العمال', '  ']",فيحاء دمشق لتقديم الوجبات,خاص,صغيرة فئة ب,البوفيهات ( الكافيتريات ),"['Skill data', 'التحدث بلباقة', 'محترف', 'العمل تحت الضغوط', 'متوسط']",الرياض,AR RIYADH...,"['Salary', '4000.0']",دوام كامل,0 / 1,0 Years,both,4000.0,غير محدد,0,1,0,2022-11-28,Riyadh,التحدث بلباقة: محترف، العمل تحت الضغوط: متوسط
سكرتير تنفيذي,07/05/1444,تنظيم المواعيد وإعداد المذكرات وإجراء المراسلات وحضور الاجتماعات وتحرير المحاض، وإعداد وتقديم تقارير العمل.,"['   تنظيم مواعيد المدير/الرئيس وتذكيره بها، والتعامل مع الاستفسارات والرد عليها وإيصال البريد والمراسلات للمدير/الرئيس.', '  إعداد المذكرات الدورية والمتعلقة بعمل الوحدات التنظيمية الداخلية، وإجراء المراسلات الاعتيادية مع الجهات الخارجية وتوقيعها من المديرالرئيس وتوزيعها.', '  حضور الاجتماعات وتسجيل محاضر الاجتماعات وتحريرها.', '  حفظ الوثائق والملفات المتعلقة بأعمال المدير/الرئيس.', '  إعداد وتقديم تقارير العمل وتوثيقها وحفظها.', '  ']",مكتب منشآت خالدة للاستشارات الهندسية,خاص,صغيرة فئة أ,أنشطة الاستشارات الهندسية والمعمارية,"['Skill data', 'مايكروسوفت اوفيس', 'متوسط', 'برامج التواصل الاجتماعي', 'متوسط', 'الاقناع', 'متوسط', 'Language data', 'الانجليزية', 'محترف', 'Professional certificate \\ License data', 'ادارة الاعمال', 'مفيد']",مكة المكرمة,MAKKAH AL...,"['Salary', '5000.0', 'Benefits', 'ساعات عمل مرنة']",دوام كامل,0 / 1,0 Years,F,0.0,ساعات عمل مرنة,0,1,0,2022-12-01,Makkah,مايكروسوفت اوفيس: متوسط، برامج التواصل الاجتماعي: متوسط، الاقناع: متوسط، الانجليزية: محترف، ادارة الاعمال: مفيد
بائع,04/05/1444,بيع مجموعة من السلع والخدمات للعملاء، وتوفير المعلومات المتعلقة بالمنتجات واستخداماتها وأسعارها، وتولي أمور الدفع وتلقي المدفوعات من العملاء.,"['   بيع مجموعة من السلع والخدمات للعملاء.', '  توفير المعلومات المتعلقة بالمنتجات، والاستخدامات، والأسعار.', '  مراقبة مستويات المخزون والحفاظ على ترتيب المتجر، وإصدار طلبات لشراء المنتجات، والتعامل مع المنتجات الواردة.', '  تولي أمور الدفع وتلقي المدفوعات من العملاء، ومعالجة طلبات استبدال المنتجات، والمرتجعات وفقاً للسياسة المتبعة.', '  ', '  ']",مؤسسة أنحاء العمار التجارية,خاص,صغيرة فئة ب,البيع بالجملة للطابوق والبلك والبلاط والحجر والرخام والسيراميك والبورسلان,"['Language data', 'الانجليزية', 'متوسط']",عسير,ABRAQ AN ...,"['Salary', '4000.0']",دوام كامل,2 / 2,0 Years,F,4000.0,غير محدد,2,2,0,2022-11-28,Abraq An-Najd,الانجليزية: متوسط
بائع,04/05/1444,بيع مجموعة من السلع والخدمات للعملاء، وتوفير المعلومات المتعلقة بالمنتجات واستخداماتها وأسعارها، وتولي أمور الدفع وتلقي المدفوعات من العملاء.,"['   بيع مجموعة من السلع والخدمات للعملاء.', '  توفير المعلومات المتعلقة بالمنتجات، والاستخدامات، والأسعار.', '  مراقبة مستويات المخزون والحفاظ على ترتيب المتجر، وإصدار طلبات لشراء المنتجات، والتعامل مع المنتجات الواردة.', '  تولي أمور الدفع وتلقي المدفوعات من العملاء، ومعالجة طلبات استبدال المنتجات، والمرتجعات وفقاً للسياسة المتبعة.', '  ', '  ']",شركة جيدا التجارية,خاص,صغيرة فئة ب,البيع بالجملة للخشب بجميع أنواعه,"['Skill data', 'اللباقة - الاقناع - حسن التصرف', 'متوسط']",مكة المكرمة,AT TAIF...,"['Salary', '4500.0']",دوام كامل,0 / 1,0 Years,F,4500.0,غير محدد,0,1,0,2022-11-28,Taif,اللباقة: الاقناع، حسن التصرف: متوسط
